Census SubDivision Code,Census SubDivision Name,Census Subdivision Label,Census Sub Division Type,Census Division Code,Census Division Name,Census Division Type,Census Consolidated SubDivision Code,Census Consolidated Subdivision Name,Total Population,Total Pop Age 0-4,Total Pop Age 5-9,Total Pop Age 10 -14,Total Pop Age 15-19,Total Pop Age 20-24,Total Pop Age 25-29,Total Pop Age 30-34,Total Pop Age 35-39,Total Pop Age 40-44,Total Pop Age 45-49,Total Pop Age 50-54,Total Pop Age 55-59,Total Pop Age 60-64,Total Pop Age 65-69,Total Pop Age 70-74,Total Pop Age 75-79,Total Pop Age 80-84,Total Pop Age 85+,Total Census Family Households,Total Lone-Parent Family Households,Lone Parent Family Households with 1 Child,Lone Parent Family Households with 2 Children,Lone Parent Family Households with 3+ Children,Total Lone-Parent Female Family Households,Female Lone Parent Family Households with 1 Child,Female Lone Parent Family Households with 2 Children,Female Lone Parent Family Households with 3+ Children,Total Lone-Parent Male Family Households,Male Lone Parent Family Households with 1 Child,Male Lone Parent Family Households with 2 Children,Male Lone Parent Family Households with 3+ Children,Total Househoulds by Income,Households Income 0-19999,Households Income 20000-39999,Households Income 40000-59999,Households Income 60000-79999,Households Income 80000-99999,Households 100000+,Average Household Income,Household Population 25-64,Household 25-64 Education No Certificate Diploma Degree,Household 25-64 Education High School Diploma or Eq,Household 25-64 Education Apprenticeship Trades or Diploma,Household 25-64 Education College CEGEP Certificate or Diploma,Household 25-64 Education University Diploma or Cert Below Bachelor,Household 25-64 Education University Diploma or Cert Bachelor Level or above,Household Population 15Years or Over for Labor Force,Household population In the Labour Force,Household Pop Age 15+ Employed,Household Pop Age 15+ Unemployed,Household Pop Age 15+ Not in Labour Force,Household Population for Visible Minority,Household Population with Visible Minority,Household Population Chinese Visible Minority,Household Population South Asian Visible Minority,Household Population Black Visible Minority,Household Population Filipino Visible Minority,Household Population Latin American Visible Minority,Household Population Chinese Southeast Asian Minority,Household Population Arab Visible Minority,Household Population West Asian Visible Minority,Household Population Korean Visible Minority,Household Population Japanese Visible Minority,Household Population Other Visible Minority,Household Population Multiple Visible Minority,Household Population NOT a Visible Minority,Household Population for Aboriginal Identity,Household Population with Aboriginal Identity,Household Population with Non-Aboriginal Identity,Household Population for Immigrant Status,Household Population Non-Immigrant,Household Population Non-Immigrant in Province of Birth,Household Population Non-Immigrant outside of Province of Birth,Household Population Immigrant,Household Population for Recent Immigrants (2017-Present),Household Population of Recent Immigrants (2017-Present),Total Households For Household Size,1 Person Household,2 Persons Household,3 Persons Household,4 Persons Household,5 or more Persons Household
5941812,"Williams Lake 1, BC (IRI)",Williams Lake 1,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941014,"Cariboo F, BC",183,11,15,17,14,9,9,16,13,12,13,13,9,8,9,7,5,2,1,52,20,15,4,1,11,8,3,0,9,7,1,1,81,21,26,10,7,9,8,46475.7,93,30,33,20,7,3,0,140,87,78,9,53,183,0,0,0,0,0,0,0,0,0,0,0,0,0,183,183,166,17,183,177,142,35,6,183,0,81,34,18,11,10,8
5949035,"Nisga'a, BC (NL)",Nisga'a,Nisga'a land,5949,"Kitimat-Stikine, BC (RD)",Regional district,5949028,"Kitimat-Stikine B, BC",2016,122,147,148,139,141,122,144,134,107,107,119,143,154,118,79,46,24,22,445,134,86,29,19,96,58,26,12,51,36,7,8,558,61,126,99,66,55,151,75273.33285,1030,249,338,106,203,9,125,1599,1092,1001,91,507,2016,7,4,3,0,0,0,0,0,0,0,0,0,0,2009,2016,1916,100,2016,1817,1382,435,174,2016,12,558,93,155,89,89,132
5941868,"Sandy Harry 4, BC (IRI)",Sandy Harry 4,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941012,"Cariboo E, BC",5,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,20245.87,3,3,0,0,0,0,0,3,2,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,5,4,4,0,1,5,0,1,0,0,0,0,1
5935802,"Tsinstikeptum  9, BC (IRI)",Tsinstikeptum  9,Indian reserve,5935,"Central Okanagan, BC (RD)",Regional district,5935020,"Central Okanagan J, BC",9410,368,365,325,310,338,464,510,473,428,459,555,775,856,928,883,600,412,361,2680,486,317,123,46,392,254,101,37,101,68,24,9,4291,381,967,879,702,513,849,70933.75237,4458,586,1496,613,1239,114,410,7997,4620,4281,339,3377,9055,259,36,48,37,46,21,0,0,0,13,54,0,4,8796,9055,1527,7528,9055,7959,3925,4034,1028,9055,245,4291,1398,2050,418,274,151
5941039,"Cariboo J, BC (RDA)",Cariboo J,Regional district electoral area,5941,"Cariboo, BC (RD)",Regional district,5941039,"Cariboo J, BC",684,23,21,23,26,22,20,35,27,33,38,43,64,73,79,73,45,25,14,206,20,18,2,0,16,15,1,0,4,3,1,0,323,25,103,41,46,39,69,77452.56898,310,55,132,33,55,0,35,583,340,300,40,243,650,0,0,0,0,0,0,0,0,0,0,0,0,0,650,650,83,567,650,491,390,101,145,650,9,323,113,149,31,21,9
5933895,"Shawniken 4B, BC (IRI)",Shawniken 4B,Indian reserve,5933,"Thompson-Nicola, BC (RD)",Regional district,5933037,"Thompson-Nicola I (Blue Sky Country), BC",18,1,1,1,1,2,1,0,1,0,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,39922.94,3,1,1,0,0,0,1,7,4,4,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,1,8,7,7,0,1,8,0,1,0,0,0,0,1
5943813,"Quaee 7, BC (IRI)",Quaee 7,Indian reserve,5943,"Mount Waddington, BC (RD)",Regional district,5943031,"Mount Waddington C, BC",77,8,7,5,4,6,8,7,5,3,1,3,7,7,3,1,1,1,0,23,11,11,0,0,9,9,0,0,2,2,0,0,44,9,8,11,6,5,5,50585.94,41,12,9,0,11,0,9,57,31,27,4,26,77,0,0,0,0,0,0,0,0,0,0,0,0,0,77,77,68,9,77,77,77,0,0,77,0,44,19,18,6,1,0
5949804,"Kitsumkaylum 1, BC (IRI)",Kitsumkaylum 1,Indian reserve,5949,"Kitimat-Stikine, BC (RD)",Regional district,5949013,"Kitimat-Stikine C (Part 1), BC",364,23,25,25,30,24,25,25,24,21,19,25,21,26,15,13,12,7,4,94,37,26,7,4,22,13,8,1,17,14,0,3,116,15,21,24,11,17,28,71929.67,186,35,43,21,57,12,18,291,219,203,16,72,364,0,0,0,0,0,0,0,0,0,0,0,0,0,364,364,354,10,364,364,364,0,0,364,0,116,16,37,21,21,21
5941803,"Canim Lake 4, BC (IRI)",Canim Lake 4,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941015,"Cariboo G, BC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933829,"Klahkamich 17, BC (IRI)",Klahkamich 17,Indian reserve,5933,"Thompson-Nicola, BC (RD)",Regional district,5933037,"Thompson-Nicola I (Blue Sky Country), BC",29,3,2,2,2,1,1,1,1,0,2,2,2,4,3,2,1,0,0,7,2,1,0,1,2,1,0,1,0,0,0,0,10,1,4,1,1,2,1,52884.03,13,6,5,0,0,0,2,22,12,11,1,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,28,1,29,28,28,0,1,29,0,10,4,3,1,0,2
5943804,"Fort Rupert 1, BC (IRI)",Fort Rupert 1,Indian reserve,5943,"Mount Waddington, BC (RD)",Regional district,5943031,"Mount Waddington C, BC",23,0,2,2,3,1,0,0,1,1,1,3,2,2,1,0,0,1,3,3,1,0,1,0,1,0,1,0,0,0,0,0,19,2,5,4,3,3,2,60576.56,10,3,4,0,3,0,0,19,8,8,0,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,18,5,23,23,23,0,0,23,0,19,15,4,0,0,0
5931844,"Nequatque, BC (IRI)",Nequatque,Indian reserve,5931,"Squamish-Lillooet, BC (RD)",Regional district,5931017,"Squamish-Lillooet C, BC",158,7,8,9,11,7,10,18,14,8,10,14,12,12,10,5,1,0,2,50,18,14,4,0,17,15,2,0,2,0,2,0,73,12,25,13,10,6,7,51788.97329,98,28,53,17,0,0,0,134,85,76,9,49,158,0,0,0,0,0,0,0,0,0,0,0,0,0,158,158,152,6,158,158,158,0,0,158,0,73,25,23,15,8,2
5941859,"Blackwater Meadow 11, BC (IRI)",Blackwater Meadow 11,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941039,"Cariboo J, BC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5941016,"Cariboo H, BC (RDA)",Cariboo H,Regional district electoral area,5941,"Cariboo, BC (RD)",Regional district,5941016,"Cariboo H, BC",1947,60,70,69,79,77,68,84,78,83,98,135,203,227,216,193,119,54,34,686,72,59,12,1,48,35,12,1,24,24,0,0,963,116,230,185,121,101,210,68118.37181,972,173,342,127,191,18,121,1737,937,851,86,800,1936,43,0,11,0,0,17,0,0,0,11,0,4,0,1893,1936,198,1738,1936,1704,1123,581,232,1936,25,963,265,520,102,55,21
5951038,"Telkwa, BC (VL)",Telkwa,Village,5951,"Bulkley-Nechako, BC (RD)",Regional district,5951051,"Bulkley-Nechako A, BC",1420,106,115,95,93,90,77,100,110,93,85,88,88,93,82,48,29,15,13,405,41,26,6,9,30,19,5,6,11,7,1,3,512,19,57,61,61,67,247,104063.6025,734,82,217,85,196,35,119,1104,799,767,32,305,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,1420,97,1323,1420,1330,975,355,90,1420,5,512,93,208,72,82,57
5951810,"Tache 1, BC (IRI)",Tache 1,Indian reserve,5951,"Bulkley-Nechako, BC (RD)",Regional district,5951015,"Bulkley-Nechako C, BC",445,34,43,42,37,33,30,37,39,31,27,20,23,19,14,7,4,3,2,91,50,32,12,6,37,23,7,7,17,11,6,0,112,20,31,23,17,10,11,54191.02,226,116,29,54,27,0,0,326,210,187,23,116,445,0,0,0,0,0,0,0,0,0,0,0,0,0,445,445,445,0,445,393,322,71,52,445,7,112,16,16,22,21,37
5943835,"Nimpkish 2, BC (IRI)",Nimpkish 2,Indian reserve,5943,"Mount Waddington, BC (RD)",Regional district,5943031,"Mount Waddington C, BC",10,0,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,73940.53,4,1,2,0,1,0,0,8,3,3,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,7,3,10,8,6,2,1,10,0,1,0,1,0,0,0
5933897,"Boothroyd 8A (Part), BC (IRI)",Boothroyd 8A (Part),Indian reserve,5933,"Thompson-Nicola, BC (RD)",Regional district,5933037,"Thompson-Nicola I (Blue Sky Country), BC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933008,"Thompson-Nicola M (Beautiful Nicola Valley - North), BC (RDA)",Thompson-Nicola M (Beautiful Nicola Valley - North),Regional district electoral area,5933,"Thompson-Nicola, BC (RD)",Regional district,5933008,"Thompson-Nicola M (Beautiful Nicola Valley - North), BC",1657,75,59,59,68,52,55,67,64,75,99,111,152,210,183,144,92,55,37,574,63,54,8,1,41,33,8,0,22,21,0,1,833,53,181,101,121,97,280,92649.71765,827,122,263,136,198,20,88,1445,753,689,64,692,1638,46,12,19,0,0,0,0,0,0,0,15,0,0,1592,1638,212,1426,1638,1456,1120,336,182,1638,8,833,253,424,88,67,1
5941811,"Johny Sticks 2, BC (IRI)",Johny Sticks 2,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941012,"Cariboo E, BC",8,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,39146.37,3,2,1,0,0,0,0,6,3,3,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,8,7,7,0,1,8,0,1,0,0,0,0,1
5933839,"Lytton 4A, BC (IRI)",Lytton 4A,Indian reserve,5933,"Thompson-Nicola, BC (RD)",Regional district,5933037,"Thompson-Nicola I (Blue Sky Country), BC",15,0,2,2,1,0,0,0,0,0,0,1,2,2,2,2,1,0,0,3,2,1,1,0,1,1,0,0,1,0,1,0,5,0,1,1,1,1,1,93120.3,5,1,2,1,1,0,0,11,5,5,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,12,3,15,12,9,3,2,15,0,5,1,2,1,0,1
5941026,"Cariboo C, BC (RDA)",Cariboo C,Regional district electoral area,5941,"Cariboo, BC (RD)",Regional district,5941026,"Cariboo C, BC",1253,52,63,71,65,50,53,72,71,67,70,99,111,128,111,84,49,21,16,388,49,35,11,3,28,18,8,2,21,17,3,1,580,63,114,82,73,55,193,79603.15429,671,159,241,95,118,10,48,1067,633,580,53,434,1253,9,0,0,9,0,0,0,0,0,0,0,0,0,1244,1253,131,1122,1253,1188,814,374,65,1253,0,580,173,256,68,53,30
5949832,"Iskut 6, BC (IRI)",Iskut 6,Indian reserve,5949,"Kitimat-Stikine, BC (RD)",Regional district,5949028,"Kitimat-Stikine B, BC",303,20,23,24,26,25,22,24,21,13,18,24,22,14,11,7,3,3,3,76,24,16,8,0,14,8,6,0,10,8,2,0,103,18,21,19,10,10,25,68099.21,158,93,24,0,26,0,15,236,179,167,12,57,303,0,0,0,0,0,0,0,0,0,0,0,0,0,303,303,302,1,303,303,303,0,0,303,0,103,21,26,20,10,26
5937803,"Priest's Valley 6, BC (IRI)",Priest's Valley 6,Indian reserve,5937,"North Okanagan, BC (RD)",Regional district,5937017,"North Okanagan B, BC",633,11,10,10,11,8,15,20,17,21,20,31,50,75,91,91,67,44,41,174,14,12,2,0,10,8,2,0,4,4,0,0,304,26,84,89,49,28,28,61672.43,192,55,59,20,33,0,25,512,194,180,14,318,543,18,0,0,0,0,18,0,0,0,0,0,0,0,525,543,38,505,543,493,205,288,50,543,1,304,114,160,20,5,5
5941882,"Alexandria, BC (IRI)",Alexandria,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941019,"Cariboo A, BC",33,4,3,2,2,2,2,2,1,1,1,3,2,3,0,2,0,1,2,6,1,0,0,1,1,0,0,1,0,0,0,0,11,3,4,1,1,1,1,46897.99545,15,9,5,0,1,0,0,24,15,14,1,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,0,33,32,32,0,1,33,0,11,4,3,1,0,3
5919017,"Cowichan Valley H, BC (RDA)",Cowichan Valley H,Regional district electoral area,5919,"Cowichan Valley, BC (RD)",Regional district,5919015,"Cowichan Valley G, BC",2635,56,83,99,108,113,88,91,106,123,163,198,258,297,297,250,145,84,76,853,79,58,15,6,56,43,10,3,29,19,7,3,1187,54,188,184,189,138,434,95398.44116,1312,99,329,253,328,44,259,2372,1325,1256,69,1047,2610,93,29,4,30,10,0,0,3,0,0,0,0,17,2517,2610,127,2483,2610,2280,1517,763,328,2610,24,1187,289,577,152,134,35
5939007,"Golden, BC (T)",Golden,Town,5939,"Columbia-Shuswap, BC (RD)",Regional district,5939011,"Columbia-Shuswap A, BC",4079,220,220,210,213,208,269,317,359,326,265,244,288,271,224,165,118,75,87,1088,165,99,52,14,130,82,39,9,36,18,13,5,1733,116,330,240,235,211,601,89918.70271,2276,229,710,253,561,56,467,3304,2296,2116,180,1008,3954,362,109,142,0,43,12,0,0,0,31,9,11,5,3592,3954,391,3563,3954,3328,1803,1525,485,3954,31,1733,522,648,274,213,76
5931843,"Mount Currie, BC (IRI)",Mount Currie,Indian reserve,5931,"Squamish-Lillooet, BC (RD)",Regional district,5931017,"Squamish-Lillooet C, BC",1496,81,100,110,129,112,109,127,121,110,101,99,83,71,58,44,29,10,2,379,120,65,26,29,86,47,22,17,42,23,6,13,510,89,130,91,73,55,72,55826.40833,821,132,499,81,88,0,21,1205,637,579,58,568,1496,0,0,0,0,0,0,0,0,0,0,0,0,0,1496,1496,1366,130,1496,1424,945,479,41,1496,13,510,105,125,88,84,108
5933876,"Upper Nepa 6, BC (IRI)",Upper Nepa 6,Indian reserve,5933,"Thompson-Nicola, BC (RD)",Regional district,5933037,"Thompson-Nicola I (Blue Sky Country), BC",18,1,1,1,1,1,0,0,1,0,2,1,2,2,2,1,1,1,0,5,1,1,0,0,0,0,0,0,1,1,0,0,7,3,2,1,0,0,1,41725.01,8,3,4,0,1,0,0,15,8,7,1,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,17,1,18,17,17,0,1,18,0,7,3,2,1,0,1
5933832,"Klickkumcheen 18, BC (IRI)",Klickkumcheen 18,Indian reserve,5933,"Thompson-Nicola, BC (RD)",Regional district,5933037,"Thompson-Nicola I (Blue Sky Country), BC",84,1,3,2,6,6,9,5,1,3,5,8,10,9,8,5,2,0,1,28,9,7,0,2,8,7,0,1,1,0,0,1,42,6,12,7,4,6,7,59815.5,50,12,20,4,5,0,9,78,48,42,6,30,84,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,57,27,84,83,83,0,1,84,0,42,13,17,11,1,0
5937014,"Vernon, BC (CY)",Vernon,City,5937,"North Okanagan, BC (RD)",Regional district,5937017,"North Okanagan B, BC",43628,1764,2155,2176,2158,2302,2308,2666,2657,2442,2568,2775,3299,3341,3015,2664,1984,1493,1861,11779,2126,1334,590,202,1734,1078,497,159,419,277,99,43,19079,1722,4263,3234,2398,2038,5424,82781.97911,21864,2128,6792,2542,5753,596,4053,36178,21026,19415,1611,15152,42270,2654,430,869,120,314,170,203,76,52,98,261,23,38,39616,42270,3069,39201,42270,36904,22602,14302,4814,42270,449,19079,6313,7520,2374,1806,1066
5957804,"Good Hope Lake, BC (S-É)",Good Hope Lake,Indian Settlement,5957,"Stikine, BC (REG)",Region,5957022,"Stikine Region, BC",25,0,0,0,1,1,0,2,4,3,2,2,2,2,1,2,2,1,0,7,3,2,0,1,1,1,0,0,2,1,0,1,16,3,4,2,2,1,4,76166.32,17,6,6,1,3,0,1,25,16,13,3,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,17,8,25,21,15,6,4,25,0,16,9,5,2,0,0
5949022,"Hazelton, BC (VL)",Hazelton,Village,5949,"Kitimat-Stikine, BC (RD)",Regional district,5949028,"Kitimat-Stikine B, BC",342,8,18,19,25,21,9,14,17,23,20,26,33,24,22,24,19,10,10,81,20,13,1,6,12,9,0,3,8,4,1,3,123,9,23,19,16,16,40,78516.32561,163,26,16,28,44,12,37,280,183,175,8,97,325,19,0,0,0,0,5,0,0,0,14,0,0,0,306,325,203,122,325,294,217,77,31,325,3,123,36,52,10,10,15
5941809,"Quesnel 1, BC (IRI)",Quesnel 1,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941019,"Cariboo A, BC",121,7,6,9,11,12,7,10,5,4,12,8,6,7,7,5,3,1,1,26,16,7,5,4,17,9,3,5,3,0,3,0,37,12,10,5,3,4,3,41875.92,59,24,15,0,20,0,0,99,68,55,13,31,121,0,0,0,0,0,0,0,0,0,0,0,0,0,121,121,117,4,121,119,119,0,2,121,0,37,5,11,5,5,11
5947021,"Skeena-Queen Charlotte C, BC (RDA)",Skeena-Queen Charlotte C,Regional district electoral area,5947,"Skeena-Queen Charlotte, BC (RD)",Regional district,5947021,"Skeena-Queen Charlotte C, BC",107,0,6,6,3,5,2,2,5,4,6,7,13,12,14,12,5,1,4,31,2,1,0,1,0,0,0,0,3,2,0,1,46,7,11,12,11,1,4,53730.69,51,35,13,0,3,0,0,95,58,58,0,37,107,0,0,0,0,0,0,0,0,0,0,0,0,0,107,107,89,18,107,102,102,0,5,107,0,46,16,13,7,6,4
5955014,"Dawson Creek, BC (CY)",Dawson Creek,City,5955,"Peace River, BC (RD)",Regional district,5955021,"Peace River D, BC",12896,904,825,749,763,912,1072,1115,995,836,705,714,815,744,581,403,298,206,259,3322,712,400,221,91,558,322,169,67,161,85,52,24,5412,354,747,685,676,652,2298,108367.5103,6923,1084,2110,866,1541,160,1162,9999,7921,7500,421,2078,12477,1440,37,460,207,538,44,49,13,34,24,0,18,16,11037,12477,2166,10311,12477,10676,7122,3554,1233,12477,186,5412,1752,1733,854,675,398
5949847,"Telegraph Creek, BC (IRI)",Telegraph Creek,Indian reserve,5949,"Kitimat-Stikine, BC (RD)",Regional district,5949028,"Kitimat-Stikine B, BC",138,11,11,10,6,9,10,5,1,11,12,12,7,9,6,7,6,2,3,32,2,0,1,1,1,0,1,0,1,0,0,1,48,6,21,6,5,4,6,55605.67,67,67,0,0,0,0,0,106,74,71,3,32,138,0,0,0,0,0,0,0,0,0,0,0,0,0,138,138,135,3,138,138,138,0,0,138,0,48,19,9,11,0,9
5933852,"Nohomeen 23, BC (IRI)",Nohomeen 23,Indian reserve,5933,"Thompson-Nicola, BC (RD)",Regional district,5933037,"Thompson-Nicola I (Blue Sky Country), BC",5,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,17466.29,2,1,0,0,1,0,0,3,2,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,5,4,4,0,1,5,0,1,0,0,0,0,1
5957802,"Unnamed 10, BC (IRI)",Unnamed 10,Indian reserve,5957,"Stikine, BC (REG)",Region,5957022,"Stikine Region, BC",31,0,0,1,1,0,0,2,4,2,2,2,2,4,3,5,2,0,1,10,2,1,0,1,1,1,0,0,1,0,0,1,17,2,4,3,3,2,3,72035.77,18,6,10,0,2,0,0,30,16,14,2,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,23,8,31,17,8,9,14,31,3,17,9,4,3,0,1
5951821,"Duncan Lake 2, BC (IRI)",Duncan Lake 2,Indian reserve,5951,"Bulkley-Nechako, BC (RD)",Regional district,5951028,"Bulkley-Nechako B, BC",4,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,1,63427.65,3,2,0,1,0,0,0,4,3,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,3,3,0,1,4,0,4,4,0,0,0,0
5921032,"Nanaimo F, BC (RDA)",Nanaimo F,Regional district electoral area,5921,"Nanaimo, BC (RD)",Regional district,5921032,"Nanaimo F, BC",8219,311,383,435,415,347,385,439,522,512,512,619,710,759,704,567,326,154,119,2306,349,226,94,29,270,169,74,27,83,61,20,2,3457,400,775,593,488,329,872,75846.65905,4443,531,1457,681,1083,183,508,7070,4166,3923,243,2904,8199,241,22,0,100,28,20,41,0,0,0,12,0,18,7958,8199,539,7660,8199,7211,4663,2548,964,8199,38,3457,976,1420,507,357,197
5933887,"North Thompson 1, BC (IRI)",North Thompson 1,Indian reserve,5933,"Thompson-Nicola, BC (RD)",Regional district,5933072,"Thompson-Nicola O (Lower North Thompson), BC",216,12,12,15,15,12,11,12,14,14,17,18,18,16,14,9,5,2,0,72,22,16,3,3,11,5,3,3,11,11,0,0,106,20,28,18,11,12,17,55598.1,120,17,42,20,26,11,4,177,133,116,17,44,216,0,0,0,0,0,0,0,0,0,0,0,0,0,216,216,191,25,216,213,148,65,3,216,0,106,36,42,18,8,2
5943017,"Port Alice, BC (VL)",Port Alice,Village,5943,"Mount Waddington, BC (RD)",Regional district,5943031,"Mount Waddington C, BC",666,22,26,22,16,18,27,31,30,27,33,43,82,90,76,59,37,16,11,212,25,20,0,5,14,10,0,4,11,10,0,1,422,26,83,66,60,51,136,82581.19749,353,52,152,72,58,0,19,582,256,221,35,326,652,31,0,0,0,13,17,0,0,0,0,0,1,0,621,652,28,624,652,584,334,250,68,652,2,422,197,220,5,0,0
5931012,"Pemberton, BC (VL)",Pemberton,Village,5931,"Squamish-Lillooet, BC (RD)",Regional district,5931017,"Squamish-Lillooet C, BC",3038,236,219,182,161,104,186,305,357,366,286,192,155,113,82,47,26,10,11,792,75,44,29,2,60,37,21,2,17,9,8,0,1064,47,97,142,144,132,502,102814.421,1951,106,582,211,466,56,530,2390,1995,1917,78,395,3027,209,23,38,12,52,4,22,0,0,17,41,0,0,2818,3027,195,2832,3027,2392,1326,1066,508,3027,100,1064,208,319,250,212,75
5941808,"Lohbiee 3, BC (IRI)",Lohbiee 3,Indian reserve,5941,"Cariboo, BC (RD)",Regional district,5941039,"Cariboo J, BC",88,5,4,6,4,6,6,5,5,4,9,10,5,1,3,5,5,2,3,30,2,0,0,2,1,0,0,1,1,0,0,1,52,14,17,7,5,5,4,42684.56,45,12,0,23,10,0,0,73,44,35,9,29,88,0,0,0,0,0,0,0,0,0,0,0,0,0,88,88,87,1,88,87,87,0,1,88,0,52,22,25,4,1,0
5949814,"Gitsegukla 1, BC (IRI)",Gitsegukla 1,Indian reserve,5949,"Kitimat-Stikine, BC (RD)",Regional district,5949028,"Kitimat-Stikine B, BC",427,39,33,34,37,31,24,19,25,22,23,24,33,33,23,14,8,4,1,92,34,20,6,8,24,12,6,6,14,10,1,3,116,32,41,14,10,14,5,40108.56,203,85,33,27,58,0,0,321,186,169,17,135,427,0,0,0,0,0,0,0,0,0,0,0,0,0,427,427,415,12,427,427,427,0,0,427,0,116,23,28,14,19,32
5949005,"Kitimat, BC (DM)",Kitimat,District municipality,5949,"Kitimat-Stikine, BC (RD)",Regional district,5949013,"Kitimat-Stikine C (Part 1), BC",8446,456,442,439,466,437,485,574,572,512,513,623,718,703,517,387,269,172,161,2463,373,233,112,28,258,147,86,25,117,88,26,3,3624,180,359,465,436,370,1814,112817.3371,4688,530,1532,705,1151,115,655,7029,4918,4719,199,2111,8366,609,61,168,94,82,80,13,0,0,24,30,21,36,7757,8366,1410,6956,8366,6768,4942,1826,1452,8366,16,3624,1077,1322,593,431,201
5951034,"Houston, BC (DM)",Houston,District municipality,5951,"Bulkley-Nechako, BC (RD)",Regional district,5951053,"Bulkley-Nechako G, BC",3051,182,202,209,199,174,154,182,175,162,184,205,242,255,204,140,86,55,41,857,122,74,36,12,81,45,27,9,42,30,9,3,1224,86,189,144,128,132,545,99529.71752,1558,229,513,274,334,32,176,2448,1711,1645,66,737,3041,161,0,65,57,0,0,23,0,3,5,8,0,0,2880,3041,597,2444,3041,2821,2082,739,220,3041,9,1224,319,501,153,138,113
5951807,"Stellaquo (Stella) 1, BC (IRI)",Stellaquo (Stella) 1,Indian reserve,5951,"Bulkley-Nechako, BC (RD)",Regional district,5951017,"Bulkley-Nechako D, BC",213,9,15,19,20,19,15,12,17,13,17,14,13,8,6,5,5,4,2,52,21,13,8,0,15,10,5,0,7,4,3,0,70,14,18,9,6,10,13,67519.92,109,25,50,18,16,0,0,170,111,102,9,59,213,0,0,0,0,0,0,0,0,0,0,0,0,0,213,213,203,10,213,210,210,0,1,213,0,70,16,16,11,11,16
